date,description,amount,type,true_category
2023-04-29,Entertainment expense,-196.09338970667022,DEBIT,Entertainment
2023-04-30,Shopping expense,-414.5396645231363,DEBIT,Shopping
2023-05-01,Dining expense,-453.6730247834492,DEBIT,Dining
2023-05-02,Investment in Stocks,-401.95453222695375,DEBIT,Investment
2023-05-03,Salary from Company B,3220.5127901036367,CREDIT,Salary
2023-05-04,Monthly Rent Payment,-283.0570570035896,DEBIT,Rent
2023-05-05,Shopping expense,-331.17933499354234,DEBIT,Shopping
2023-05-06,Monthly Rent Payment,-110.74658498364265,DEBIT,Rent
2023-05-07,Salary from Company B,2737.839525217351,CREDIT,Salary
2023-05-08,Dining expense,-36.02281810859054,DEBIT,Dining
2023-05-09,Monthly Rent Payment,-381.6026987685674,DEBIT,Rent
2023-05-10,Investment in Mutual Funds,-237.64797414640003,DEBIT,Investment
2023-05-11,Entertainment expense,-327.53906094119674,DEBIT,Entertainment
2023-05-12,Monthly Rent Payment,-120.49902309444904,DEBIT,Rent
2023-05-13,Utilities expense,-110.33443001394235,DEBIT,Utilities
2023-05-14,Entertainment expense,-229.8744616008364,DEBIT,Entertainment
2023-05-15,Entertainment expense,-222.24948414679045,DEBIT,Entertainment
2023-05-16,Shopping expense,-81.29246620217764,DEBIT,Shopping
2023-05-17,Salary from Company A,5055.873617862423,CREDIT,Salary
2023-05-18,Transportation expense,-191.21288582023863,DEBIT,Transportation
2023-05-19,Dining expense,-413.80690521220953,DEBIT,Dining
2023-05-20,Purchase at Whole Foods,-351.1770529348835,DEBIT,Groceries
2023-05-21,Other expense,-68.62491872574725,DEBIT,Other
2023-05-22,Other expense,-61.33064738817823,DEBIT,Other
2023-05-23,Shopping expense,-244.54594490977442,DEBIT,Shopping
2023-05-24,Transportation expense,-221.5522596559974,DEBIT,Transportation
2023-05-25,Shopping expense,-35.353588133760965,DEBIT,Shopping
2023-05-26,Salary from Company B,5235.801761536679,CREDIT,Salary
2023-05-27,Transportation expense,-131.75965134869992,DEBIT,Transportation
2023-05-28,Transportation expense,-332.84905156159414,DEBIT,Transportation
2023-05-29,Dining expense,-109.22886604968427,DEBIT,Dining
2023-05-30,Investment in Mutual Funds,-253.39522369313914,DEBIT,Investment
2023-05-31,Transportation expense,-358.64517208439594,DEBIT,Transportation
2023-06-01,Transportation expense,-473.79776568800435,DEBIT,Transportation
2023-06-02,Shopping expense,-142.06606318372673,DEBIT,Shopping
2023-06-03,Shopping expense,-474.8147102376467,DEBIT,Shopping
2023-06-04,Salary from Company A,3705.8834946107363,CREDIT,Salary
2023-06-05,Monthly Rent Payment,-387.9674868691867,DEBIT,Rent
2023-06-06,Salary from Company A,4323.926965560685,CREDIT,Salary
2023-06-07,Investment in Mutual Funds,-456.2266603549871,DEBIT,Investment
2023-06-08,Monthly Rent Payment,-244.57805063985575,DEBIT,Rent
2023-06-09,Entertainment expense,-450.9956609372615,DEBIT,Entertainment
2023-06-10,Shopping expense,-230.6703178129083,DEBIT,Shopping
2023-06-11,Utilities expense,-332.52431550753573,DEBIT,Utilities
2023-06-12,Purchase at Walmart,-161.7922541224177,DEBIT,Groceries
2023-06-13,Other expense,-247.4711030300388,DEBIT,Other
2023-06-14,Purchase at Kroger,-491.3183577313981,DEBIT,Groceries
2023-06-15,Transportation expense,-158.31937603493867,DEBIT,Transportation
2023-06-16,Purchase at Walmart,-335.0808453234556,DEBIT,Groceries
2023-06-17,Purchase at Walmart,-219.19781454043584,DEBIT,Groceries
2023-06-18,Dining expense,-133.80554123454533,DEBIT,Dining
2023-06-19,Salary from Company C,6738.435860888037,CREDIT,Salary
2023-06-20,Other expense,-36.7393056027862,DEBIT,Other
2023-06-21,Investment in Mutual Funds,-943.7242051119026,DEBIT,Investment
2023-06-22,Other expense,-429.262938186948,DEBIT,Other
2023-06-23,Utilities expense,-197.8046453688263,DEBIT,Utilities
2023-06-24,Utilities expense,-17.13099329991507,DEBIT,Utilities
2023-06-25,Salary from Company C,5314.954798249879,CREDIT,Salary
2023-06-26,Transportation expense,-390.3149000579831,DEBIT,Transportation
2023-06-27,Utilities expense,-98.68943715623178,DEBIT,Utilities
2023-06-28,Investment in Mutual Funds,-166.0715819128145,DEBIT,Investment
2023-06-29,Salary from Company C,6598.650219822228,CREDIT,Salary
2023-06-30,Transportation expense,-375.9668695425605,DEBIT,Transportation
2023-07-01,Return from Mutual Funds,862.177267195785,CREDIT,Investment
2023-07-02,Salary from Company A,7133.271557647452,CREDIT,Salary
2023-07-03,Monthly Rent Payment,-253.55309028421544,DEBIT,Rent
2023-07-04,Transportation expense,-487.15759887619777,DEBIT,Transportation
2023-07-05,Utilities expense,-136.47912481633486,DEBIT,Utilities
2023-07-06,Transportation expense,-72.48266387731283,DEBIT,Transportation
2023-07-07,Transportation expense,-470.965264728423,DEBIT,Transportation
2023-07-08,Dining expense,-89.99725840768711,DEBIT,Dining
2023-07-09,Purchase at Whole Foods,-22.593659753529444,DEBIT,Groceries
2023-07-10,Other expense,-340.42112669149844,DEBIT,Other
2023-07-11,Dining expense,-480.5856150487127,DEBIT,Dining
2023-07-12,Transportation expense,-223.34477058916028,DEBIT,Transportation
2023-07-13,Investment in Bonds,-263.3040816670963,DEBIT,Investment
2023-07-14,Shopping expense,-140.17214740351503,DEBIT,Shopping
2023-07-15,Return from Mutual Funds,868.0252876937535,CREDIT,Investment
2023-07-16,Shopping expense,-319.1214152473809,DEBIT,Shopping
2023-07-17,Transportation expense,-494.69981265589803,DEBIT,Transportation
2023-07-18,Purchase at Walmart,-205.80387846471024,DEBIT,Groceries
2023-07-19,Shopping expense,-454.5527794307215,DEBIT,Shopping
2023-07-20,Shopping expense,-301.9044526446191,DEBIT,Shopping
2023-07-21,Utilities expense,-455.78532937456913,DEBIT,Utilities
2023-07-22,Monthly Rent Payment,-109.77455084584803,DEBIT,Rent
2023-07-23,Purchase at Walmart,-290.4016878507005,DEBIT,Groceries
2023-07-24,Monthly Rent Payment,-17.263502500404257,DEBIT,Rent
2023-07-25,Purchase at Trader Joe,-443.1756593172739,DEBIT,Groceries
2023-07-26,Purchase at Whole Foods,-309.4718548130555,DEBIT,Groceries
2023-07-27,Utilities expense,-244.14451704293364,DEBIT,Utilities
2023-07-28,Salary from Company B,3290.793801966296,CREDIT,Salary
2023-07-29,Return from Bonds,471.56035301826296,CREDIT,Investment
2023-07-30,Transportation expense,-395.98813398523,DEBIT,Transportation
2023-07-31,Shopping expense,-166.36772367436288,DEBIT,Shopping
2023-08-01,Dining expense,-444.7982181863266,DEBIT,Dining
2023-08-02,Entertainment expense,-262.687488825198,DEBIT,Entertainment
2023-08-03,Monthly Rent Payment,-74.15206591236556,DEBIT,Rent
2023-08-04,Entertainment expense,-436.9031792096497,DEBIT,Entertainment
2023-08-05,Salary from Company C,4625.362113912598,CREDIT,Salary
2023-08-06,Salary from Company B,4819.129187313354,CREDIT,Salary
2023-08-07,Salary from Company C,3008.4003437324013,CREDIT,Salary
2023-08-08,Other expense,-479.2037403809732,DEBIT,Other
2023-08-09,Salary from Company A,6012.569843344019,CREDIT,Salary
2023-08-10,Entertainment expense,-478.1124440080618,DEBIT,Entertainment
2023-08-11,Transportation expense,-277.0636197743772,DEBIT,Transportation
2023-08-12,Return from Bonds,262.09804261446857,CREDIT,Investment
2023-08-13,Other expense,-240.97336052347086,DEBIT,Other
2023-08-14,Other expense,-76.52047636407883,DEBIT,Other
2023-08-15,Other expense,-118.82067459057778,DEBIT,Other
2023-08-16,Investment in Mutual Funds,-970.8509569079077,DEBIT,Investment
2023-08-17,Monthly Rent Payment,-192.74104106192323,DEBIT,Rent
2023-08-18,Other expense,-83.80862941794825,DEBIT,Other
2023-08-19,Monthly Rent Payment,-198.5828819447615,DEBIT,Rent
2023-08-20,Entertainment expense,-410.5851385467407,DEBIT,Entertainment
2023-08-21,Dining expense,-254.90212750109688,DEBIT,Dining
2023-08-22,Utilities expense,-274.0609676996594,DEBIT,Utilities
2023-08-23,Shopping expense,-206.06685637850134,DEBIT,Shopping
2023-08-24,Transportation expense,-270.03871335341057,DEBIT,Transportation
2023-08-25,Dining expense,-377.87226698356613,DEBIT,Dining
2023-08-26,Shopping expense,-162.46444322602795,DEBIT,Shopping
2023-08-27,Transportation expense,-397.5653339515568,DEBIT,Transportation
2023-08-28,Salary from Company A,3406.2107695649956,CREDIT,Salary
2023-08-29,Entertainment expense,-404.9027569196262,DEBIT,Entertainment
2023-08-30,Other expense,-212.10134891311176,DEBIT,Other
2023-08-31,Purchase at Walmart,-200.61863824402025,DEBIT,Groceries
2023-09-01,Salary from Company C,4655.989057386943,CREDIT,Salary
2023-09-02,Dining expense,-122.86559124138029,DEBIT,Dining
2023-09-03,Entertainment expense,-231.08139002937781,DEBIT,Entertainment
2023-09-04,Utilities expense,-453.3417769177274,DEBIT,Utilities
2023-09-05,Utilities expense,-311.64229330507976,DEBIT,Utilities
2023-09-06,Investment in Bonds,-225.55139099388384,DEBIT,Investment
2023-09-07,Dining expense,-387.37778032995976,DEBIT,Dining
2023-09-08,Dining expense,-33.04198867270971,DEBIT,Dining
2023-09-09,Dining expense,-20.366696281221788,DEBIT,Dining
2023-09-10,Transportation expense,-18.59569779116929,DEBIT,Transportation
2023-09-11,Other expense,-232.0919560343668,DEBIT,Other
2023-09-12,Transportation expense,-157.14751317713169,DEBIT,Transportation
2023-09-13,Other expense,-323.3593744754063,DEBIT,Other
2023-09-14,Other expense,-391.24727182717464,DEBIT,Other
2023-09-15,Dining expense,-29.28639238459617,DEBIT,Dining
2023-09-16,Utilities expense,-133.3374610198598,DEBIT,Utilities
2023-09-17,Shopping expense,-56.97189748591843,DEBIT,Shopping
2023-09-18,Shopping expense,-343.5662761680135,DEBIT,Shopping
2023-09-19,Utilities expense,-80.61235879023354,DEBIT,Utilities
2023-09-20,Shopping expense,-465.8027669359089,DEBIT,Shopping
2023-09-21,Utilities expense,-486.45381513432335,DEBIT,Utilities
2023-09-22,Other expense,-199.27483163810348,DEBIT,Other
2023-09-23,Monthly Rent Payment,-205.68119727855017,DEBIT,Rent
2023-09-24,Monthly Rent Payment,-190.23548625133193,DEBIT,Rent
2023-09-25,Dining expense,-205.5863922169374,DEBIT,Dining
2023-09-26,Salary from Company C,5445.52832016123,CREDIT,Salary
2023-09-27,Dining expense,-132.4137596596893,DEBIT,Dining
2023-09-28,Entertainment expense,-299.9407337099685,DEBIT,Entertainment
2023-09-29,Entertainment expense,-117.35277045374802,DEBIT,Entertainment
2023-09-30,Shopping expense,-270.0593690381826,DEBIT,Shopping
2023-10-01,Utilities expense,-312.07182770169356,DEBIT,Utilities
2023-10-02,Shopping expense,-288.60108588660165,DEBIT,Shopping
2023-10-03,Transportation expense,-100.09161998792736,DEBIT,Transportation
2023-10-04,Utilities expense,-300.1759122312731,DEBIT,Utilities
2023-10-05,Other expense,-207.1348544911766,DEBIT,Other
2023-10-06,Utilities expense,-427.4404852715275,DEBIT,Utilities
2023-10-07,Utilities expense,-143.0751846001191,DEBIT,Utilities
2023-10-08,Investment in Stocks,-943.4352427378489,DEBIT,Investment
2023-10-09,Purchase at Whole Foods,-431.92882460401876,DEBIT,Groceries
2023-10-10,Entertainment expense,-63.71473142312756,DEBIT,Entertainment
2023-10-11,Investment in Stocks,-789.8677813164027,DEBIT,Investment
2023-10-12,Monthly Rent Payment,-36.122644367436706,DEBIT,Rent
2023-10-13,Salary from Company C,4612.806852196459,CREDIT,Salary
2023-10-14,Transportation expense,-476.64614195968545,DEBIT,Transportation
2023-10-15,Monthly Rent Payment,-275.3723794296585,DEBIT,Rent
2023-10-16,Purchase at Kroger,-260.8854367604961,DEBIT,Groceries
2023-10-17,Entertainment expense,-272.67937382949043,DEBIT,Entertainment
2023-10-18,Shopping expense,-114.68004561414234,DEBIT,Shopping
2023-10-19,Shopping expense,-312.6384465707454,DEBIT,Shopping
2023-10-20,Entertainment expense,-322.22757770111156,DEBIT,Entertainment
2023-10-21,Purchase at Walmart,-320.9384413057939,DEBIT,Groceries
2023-10-22,Entertainment expense,-178.60533166342256,DEBIT,Entertainment
2023-10-23,Entertainment expense,-292.8210884446081,DEBIT,Entertainment
2023-10-24,Monthly Rent Payment,-347.2631232080451,DEBIT,Rent
2023-10-25,Other expense,-331.5739272447068,DEBIT,Other
2023-10-26,Monthly Rent Payment,-364.5063006153527,DEBIT,Rent
2023-10-27,Salary from Company C,6268.944126035354,CREDIT,Salary
2023-10-28,Utilities expense,-287.9051457755438,DEBIT,Utilities
2023-10-29,Purchase at Kroger,-442.64785553463156,DEBIT,Groceries
2023-10-30,Investment in Mutual Funds,-151.6662042873415,DEBIT,Investment
2023-10-31,Shopping expense,-225.67985392840708,DEBIT,Shopping
2023-11-01,Monthly Rent Payment,-404.7102495804752,DEBIT,Rent
2023-11-02,Transportation expense,-293.25855626129294,DEBIT,Transportation
2023-11-03,Shopping expense,-366.77850866924945,DEBIT,Shopping
2023-11-04,Utilities expense,-75.18292396748535,DEBIT,Utilities
2023-11-05,Other expense,-241.42674321648965,DEBIT,Other
2023-11-06,Transportation expense,-96.29516216609763,DEBIT,Transportation
2023-11-07,Other expense,-122.9548123814857,DEBIT,Other
2023-11-08,Purchase at Trader Joe,-206.1060418642392,DEBIT,Groceries
2023-11-09,Entertainment expense,-21.10068562828008,DEBIT,Entertainment
2023-11-10,Entertainment expense,-137.91708849776603,DEBIT,Entertainment
2023-11-11,Monthly Rent Payment,-337.6532169360461,DEBIT,Rent
2023-11-12,Dining expense,-185.2998115964115,DEBIT,Dining
2023-11-13,Monthly Rent Payment,-459.56212828959565,DEBIT,Rent
2023-11-14,Dining expense,-452.919116030335,DEBIT,Dining
2023-11-15,Monthly Rent Payment,-120.69839327095617,DEBIT,Rent
2023-11-16,Monthly Rent Payment,-405.90080704819445,DEBIT,Rent
2023-11-17,Other expense,-333.88911336609135,DEBIT,Other
2023-11-18,Entertainment expense,-410.89004421252247,DEBIT,Entertainment
2023-11-19,Monthly Rent Payment,-48.485095343861644,DEBIT,Rent
2023-11-20,Dining expense,-136.7854898006858,DEBIT,Dining
2023-11-21,Salary from Company A,6355.632498723264,CREDIT,Salary
2023-11-22,Return from Stocks,518.6242709037383,CREDIT,Investment
2023-11-23,Transportation expense,-91.45459283576282,DEBIT,Transportation
2023-11-24,Entertainment expense,-238.44070383653786,DEBIT,Entertainment
2023-11-25,Entertainment expense,-50.95678056932806,DEBIT,Entertainment
2023-11-26,Salary from Company C,6867.74099297879,CREDIT,Salary
2023-11-27,Investment in Stocks,-317.19169891062757,DEBIT,Investment
2023-11-28,Dining expense,-379.69581567812656,DEBIT,Dining
2023-11-29,Dining expense,-494.38264128250404,DEBIT,Dining
2023-11-30,Utilities expense,-374.379513988233,DEBIT,Utilities
2023-12-01,Shopping expense,-141.6198293806287,DEBIT,Shopping
2023-12-02,Salary from Company C,2907.71425746322,CREDIT,Salary
2023-12-03,Other expense,-443.11373992899195,DEBIT,Other
2023-12-04,Purchase at Trader Joe,-41.451505796285964,DEBIT,Groceries
2023-12-05,Other expense,-139.4258863164314,DEBIT,Other
2023-12-06,Other expense,-202.71003244074626,DEBIT,Other
2023-12-07,Salary from Company B,3067.262443283157,CREDIT,Salary
2023-12-08,Monthly Rent Payment,-447.66925747248206,DEBIT,Rent
2023-12-09,Shopping expense,-326.689501429668,DEBIT,Shopping
2023-12-10,Shopping expense,-134.3890582003135,DEBIT,Shopping
2023-12-11,Return from Bonds,630.8700195652011,CREDIT,Investment
2023-12-12,Shopping expense,-174.42329002787997,DEBIT,Shopping
2023-12-13,Purchase at Kroger,-243.68311069571973,DEBIT,Groceries
2023-12-14,Shopping expense,-321.0852865310233,DEBIT,Shopping
2023-12-15,Utilities expense,-414.3965415057249,DEBIT,Utilities
2023-12-16,Shopping expense,-179.59722193234967,DEBIT,Shopping
2023-12-17,Utilities expense,-41.28943681519195,DEBIT,Utilities
2023-12-18,Investment in Bonds,-858.0121511966003,DEBIT,Investment
2023-12-19,Monthly Rent Payment,-350.59913285727333,DEBIT,Rent
2023-12-20,Transportation expense,-153.7800782362793,DEBIT,Transportation
2023-12-21,Monthly Rent Payment,-465.05350584648534,DEBIT,Rent
2023-12-22,Salary from Company B,7398.983775314033,CREDIT,Salary
2023-12-23,Utilities expense,-304.2279318939167,DEBIT,Utilities
2023-12-24,Dining expense,-450.08409913057676,DEBIT,Dining
2023-12-25,Monthly Rent Payment,-237.68447612252768,DEBIT,Rent
2023-12-26,Investment in Stocks,-170.97650903453166,DEBIT,Investment
2023-12-27,Dining expense,-205.01749996183904,DEBIT,Dining
2023-12-28,Shopping expense,-206.79451687828538,DEBIT,Shopping
2023-12-29,Entertainment expense,-371.3453506793603,DEBIT,Entertainment
2023-12-30,Salary from Company C,7606.638461299329,CREDIT,Salary
2023-12-31,Return from Mutual Funds,361.161239267085,CREDIT,Investment
2023-01-01,Dining expense,-353.75002816597527,DEBIT,Dining
2023-01-02,Entertainment expense,-151.38400211482892,DEBIT,Entertainment
2023-01-03,Entertainment expense,-326.55862112463456,DEBIT,Entertainment
2023-01-04,Other expense,-436.91217545630184,DEBIT,Other
2023-01-05,Utilities expense,-323.4962130914451,DEBIT,Utilities
2023-01-06,Utilities expense,-423.13479353682044,DEBIT,Utilities
2023-01-07,Return from Stocks,658.0180909891351,CREDIT,Investment
2023-01-08,Purchase at Trader Joe,-313.18398309387663,DEBIT,Groceries
2023-01-09,Dining expense,-384.1755102502092,DEBIT,Dining
2023-01-10,Transportation expense,-446.0567897420843,DEBIT,Transportation
2023-01-11,Salary from Company C,5597.6919199494605,CREDIT,Salary
2023-01-12,Dining expense,-56.876944719996224,DEBIT,Dining
2023-01-13,Shopping expense,-380.9518685725953,DEBIT,Shopping
2023-01-14,Entertainment expense,-40.50515785331492,DEBIT,Entertainment
2023-01-15,Other expense,-235.7914534724397,DEBIT,Other
2023-01-16,Other expense,-208.3036591314645,DEBIT,Other
2023-01-17,Purchase at Whole Foods,-271.9433919484886,DEBIT,Groceries
2023-01-18,Other expense,-494.53626223115157,DEBIT,Other
2023-01-19,Utilities expense,-365.26617590592815,DEBIT,Utilities
2023-01-20,Investment in Stocks,-354.8227375795792,DEBIT,Investment
2023-01-21,Purchase at Trader Joe,-395.7111599795482,DEBIT,Groceries
2023-01-22,Dining expense,-405.3957895528624,DEBIT,Dining
2023-01-23,Investment in Stocks,-239.36681294864994,DEBIT,Investment
2023-01-24,Utilities expense,-115.54724725183964,DEBIT,Utilities
2023-01-25,Dining expense,-120.23701614233802,DEBIT,Dining
2023-01-26,Other expense,-276.5127041486803,DEBIT,Other
2023-01-27,Utilities expense,-259.96365101707875,DEBIT,Utilities
2023-01-28,Dining expense,-166.89143213178056,DEBIT,Dining
2023-01-29,Purchase at Kroger,-458.417355655345,DEBIT,Groceries
2023-01-30,Monthly Rent Payment,-415.85266067865246,DEBIT,Rent
2023-01-31,Other expense,-318.1169751433131,DEBIT,Other
2023-02-01,Utilities expense,-226.98058526572672,DEBIT,Utilities
2023-02-02,Investment in Bonds,-795.7782798827492,DEBIT,Investment
2023-02-03,Shopping expense,-10.16327831210255,DEBIT,Shopping
2023-02-04,Salary from Company C,4794.368598393739,CREDIT,Salary
2023-02-05,Investment in Bonds,-477.08268664032744,DEBIT,Investment
2023-02-06,Salary from Company C,6872.040003675605,CREDIT,Salary
