date,description,amount,type,true_category,month,day_of_week,is_weekend,amount_category
2023-02-07,return from stocks,163.45827839570626,CREDIT,Investment,2,1,0,medium
2023-02-08,transportation expense,-353.4023159860367,DEBIT,Transportation,2,2,0,large
2023-02-09,dining expense,-341.79608261214554,DEBIT,Dining,2,3,0,large
2023-02-10,dining expense,-341.4093599023472,DEBIT,Dining,2,4,0,large
2023-02-11,salary from company a,5757.738320549919,CREDIT,Salary,2,5,1,very_large
2023-02-12,entertainment expense,-285.23042244904565,DEBIT,Entertainment,2,6,1,large
2023-02-13,entertainment expense,-304.1185460880292,DEBIT,Entertainment,2,0,0,large
2023-02-14,salary from company b,3628.250029213919,CREDIT,Salary,2,1,0,very_large
2023-02-15,transportation expense,-234.60784397973802,DEBIT,Transportation,2,2,0,large
2023-02-16,salary from company c,5348.366106308524,CREDIT,Salary,2,3,0,very_large
2023-02-17,transportation expense,-361.70387355521694,DEBIT,Transportation,2,4,0,large
2023-02-18,investment in stocks,-939.3488950728798,DEBIT,Investment,2,5,1,large
2023-02-19,shopping expense,-70.69588779082832,DEBIT,Shopping,2,6,1,medium
2023-02-20,utilities expense,-12.758391398741367,DEBIT,Utilities,2,0,0,small
2023-02-21,shopping expense,-71.01645357846016,DEBIT,Shopping,2,1,0,medium
2023-02-22,entertainment expense,-75.0301723785618,DEBIT,Entertainment,2,2,0,medium
2023-02-23,purchase at trader joe,-298.83422683801024,DEBIT,Groceries,2,3,0,large
2023-02-24,monthly rent payment,-104.39787604731016,DEBIT,Rent,2,4,0,medium
2023-02-25,utilities expense,-422.36924792930233,DEBIT,Utilities,2,5,1,large
2023-02-26,entertainment expense,-313.42566799459706,DEBIT,Entertainment,2,6,1,large
2023-02-27,dining expense,-458.29799560376574,DEBIT,Dining,2,0,0,large
2023-02-28,purchase at kroger,-458.5620208507439,DEBIT,Groceries,2,1,0,large
2023-03-01,other expense,-374.3258808461603,DEBIT,Other,3,2,0,large
2023-03-02,investment in mutual funds,-802.5198352676663,DEBIT,Investment,3,3,0,large
2023-03-03,salary from company b,3645.11243864268,CREDIT,Salary,3,4,0,very_large
2023-03-04,purchase at whole foods,-447.52345431697745,DEBIT,Groceries,3,5,1,large
2023-03-05,dining expense,-486.72119955673685,DEBIT,Dining,3,6,1,large
2023-03-06,shopping expense,-101.20190147491246,DEBIT,Shopping,3,0,0,medium
2023-03-07,utilities expense,-330.49243464762594,DEBIT,Utilities,3,1,0,large
2023-03-08,shopping expense,-455.671152242496,DEBIT,Shopping,3,2,0,large
2023-03-09,purchase at trader joe,-173.1723937395831,DEBIT,Groceries,3,3,0,medium
2023-03-10,shopping expense,-14.909576864108555,DEBIT,Shopping,3,4,0,small
2023-03-11,transportation expense,-301.78512989464065,DEBIT,Transportation,3,5,1,large
2023-03-12,other expense,-213.5731415821494,DEBIT,Other,3,6,1,large
2023-03-13,transportation expense,-53.36982527712094,DEBIT,Transportation,3,0,0,medium
2023-03-14,salary from company b,4344.543541719344,CREDIT,Salary,3,1,0,very_large
2023-03-15,other expense,-447.20067052291745,DEBIT,Other,3,2,0,large
2023-03-16,monthly rent payment,-283.3691944039163,DEBIT,Rent,3,3,0,large
2023-03-17,entertainment expense,-401.305477425479,DEBIT,Entertainment,3,4,0,large
2023-03-18,monthly rent payment,-443.66813157595516,DEBIT,Rent,3,5,1,large
2023-03-19,dining expense,-396.0075980340745,DEBIT,Dining,3,6,1,large
2023-03-20,transportation expense,-313.17315361691965,DEBIT,Transportation,3,0,0,large
2023-03-21,transportation expense,-211.48359123343,DEBIT,Transportation,3,1,0,large
2023-03-22,investment in mutual funds,-591.2360046487645,DEBIT,Investment,3,2,0,large
2023-03-23,purchase at kroger,-201.21081440505031,DEBIT,Groceries,3,3,0,large
2023-03-24,shopping expense,-378.27047218163216,DEBIT,Shopping,3,4,0,large
2023-03-25,salary from company b,4421.84337535881,CREDIT,Salary,3,5,1,very_large
2023-03-26,entertainment expense,-164.3818376442238,DEBIT,Entertainment,3,6,1,medium
2023-03-27,monthly rent payment,-233.76552397845458,DEBIT,Rent,3,0,0,large
2023-03-28,salary from company c,3288.7826441707416,CREDIT,Salary,3,1,0,very_large
2023-03-29,dining expense,-144.63264841304562,DEBIT,Dining,3,2,0,medium
2023-03-30,monthly rent payment,-480.2485121921121,DEBIT,Rent,3,3,0,large
2023-03-31,entertainment expense,-377.3011279385407,DEBIT,Entertainment,3,4,0,large
2023-04-01,investment in bonds,-669.3935901627559,DEBIT,Investment,4,5,1,large
2023-04-02,other expense,-288.0269904694068,DEBIT,Other,4,6,1,large
2023-04-03,investment in bonds,-944.6846524501876,DEBIT,Investment,4,0,0,large
2023-04-04,dining expense,-302.3759029420853,DEBIT,Dining,4,1,0,large
2023-04-05,shopping expense,-159.95921003034866,DEBIT,Shopping,4,2,0,medium
2023-04-06,transportation expense,-259.1567170209696,DEBIT,Transportation,4,3,0,large
2023-04-07,dining expense,-24.263328602291427,DEBIT,Dining,4,4,0,small
2023-04-08,entertainment expense,-13.114060976003598,DEBIT,Entertainment,4,5,1,small
2023-04-09,transportation expense,-448.20708901459136,DEBIT,Transportation,4,6,1,large
2023-04-10,salary from company b,4270.588751120253,CREDIT,Salary,4,0,0,very_large
2023-04-11,other expense,-363.90453455096616,DEBIT,Other,4,1,0,large
2023-04-12,salary from company b,7636.798459058483,CREDIT,Salary,4,2,0,very_large
2023-04-13,transportation expense,-94.3105743265969,DEBIT,Transportation,4,3,0,medium
2023-04-14,utilities expense,-418.95742107687136,DEBIT,Utilities,4,4,0,large
2023-04-15,salary from company a,6797.741720928354,CREDIT,Salary,4,5,1,very_large
2023-04-16,dining expense,-154.87287582720862,DEBIT,Dining,4,6,1,medium
2023-04-17,other expense,-293.27224390239553,DEBIT,Other,4,0,0,large
2023-04-18,investment in stocks,-600.2675823626608,DEBIT,Investment,4,1,0,large
2023-04-19,monthly rent payment,-85.25598986915813,DEBIT,Rent,4,2,0,medium
2023-04-20,transportation expense,-233.90871344924838,DEBIT,Transportation,4,3,0,large
2023-04-21,monthly rent payment,-318.63257886701706,DEBIT,Rent,4,4,0,large
2023-04-22,purchase at kroger,-346.14368207975707,DEBIT,Groceries,4,5,1,large
2023-04-23,purchase at walmart,-316.576948452636,DEBIT,Groceries,4,6,1,large
2023-04-24,salary from company a,7293.283519890156,CREDIT,Salary,4,0,0,very_large
2023-04-25,entertainment expense,-229.87350293171957,DEBIT,Entertainment,4,1,0,large
2023-04-26,entertainment expense,-66.29534232543105,DEBIT,Entertainment,4,2,0,medium
2023-04-27,investment in mutual funds,-635.6164044688434,DEBIT,Investment,4,3,0,large
2023-04-28,salary from company a,7912.7562478349355,CREDIT,Salary,4,4,0,very_large
2023-04-29,other expense,-101.60984981685887,DEBIT,Other,4,5,1,medium
2023-04-30,transportation expense,-236.1110380049412,DEBIT,Transportation,4,6,1,large
2023-05-01,monthly rent payment,-36.57663938731951,DEBIT,Rent,5,0,0,small
2023-05-02,entertainment expense,-363.49869705840445,DEBIT,Entertainment,5,1,0,large
2023-05-03,monthly rent payment,-466.0532251126674,DEBIT,Rent,5,2,0,large
2023-05-04,monthly rent payment,-428.0419726730276,DEBIT,Rent,5,3,0,large
2023-05-05,entertainment expense,-456.45149551806924,DEBIT,Entertainment,5,4,0,large
2023-05-06,entertainment expense,-84.50983337767391,DEBIT,Entertainment,5,5,1,medium
2023-05-07,purchase at whole foods,-378.6404346232631,DEBIT,Groceries,5,6,1,large
2023-05-08,shopping expense,-322.86153482829286,DEBIT,Shopping,5,0,0,large
2023-05-09,utilities expense,-254.25203321927398,DEBIT,Utilities,5,1,0,large
2023-05-10,monthly rent payment,-496.55642877376033,DEBIT,Rent,5,2,0,large
2023-05-11,shopping expense,-394.90852881033766,DEBIT,Shopping,5,3,0,large
2023-05-12,salary from company b,6117.363303995856,CREDIT,Salary,5,4,0,very_large
2023-05-13,salary from company b,3815.7551568671897,CREDIT,Salary,5,5,1,very_large
2023-05-14,transportation expense,-317.4856581569874,DEBIT,Transportation,5,6,1,large
2023-05-15,purchase at kroger,-416.2600467741327,DEBIT,Groceries,5,0,0,large
2023-05-16,dining expense,-18.93351338484732,DEBIT,Dining,5,1,0,small
2023-05-17,entertainment expense,-201.98684720293448,DEBIT,Entertainment,5,2,0,large
2023-05-18,entertainment expense,-415.7161323744837,DEBIT,Entertainment,5,3,0,large
2023-05-19,entertainment expense,-287.94226508359463,DEBIT,Entertainment,5,4,0,large
2023-05-20,monthly rent payment,-304.4575190604229,DEBIT,Rent,5,5,1,large
2023-05-21,shopping expense,-353.0720974083136,DEBIT,Shopping,5,6,1,large
2023-05-22,other expense,-289.1769747210247,DEBIT,Other,5,0,0,large
2023-05-23,salary from company b,3063.3741376022754,CREDIT,Salary,5,1,0,very_large
2023-05-24,shopping expense,-355.27261702861756,DEBIT,Shopping,5,2,0,large
2023-05-25,shopping expense,-194.60186442057946,DEBIT,Shopping,5,3,0,medium
2023-05-26,return from bonds,607.2772373481658,CREDIT,Investment,5,4,0,large
2023-05-27,return from mutual funds,254.92328091485203,CREDIT,Investment,5,5,1,large
2023-05-28,entertainment expense,-83.8106387973075,DEBIT,Entertainment,5,6,1,medium
2023-05-29,monthly rent payment,-55.63393148570123,DEBIT,Rent,5,0,0,medium
2023-05-30,dining expense,-37.5628058812438,DEBIT,Dining,5,1,0,small
2023-05-31,transportation expense,-121.15346328878243,DEBIT,Transportation,5,2,0,medium
2023-06-01,investment in bonds,-661.9443835858879,DEBIT,Investment,6,3,0,large
2023-06-02,shopping expense,-51.60457954686188,DEBIT,Shopping,6,4,0,medium
2023-06-03,transportation expense,-477.8850007053546,DEBIT,Transportation,6,5,1,large
2023-06-04,purchase at trader joe,-39.97323757411574,DEBIT,Groceries,6,6,1,small
2023-06-05,investment in bonds,-829.1118264891969,DEBIT,Investment,6,0,0,large
2023-06-06,entertainment expense,-382.9439947348627,DEBIT,Entertainment,6,1,0,large
2023-06-07,entertainment expense,-482.64121890233076,DEBIT,Entertainment,6,2,0,large
2023-06-08,other expense,-275.9841003726141,DEBIT,Other,6,3,0,large
2023-06-09,transportation expense,-440.60710171639295,DEBIT,Transportation,6,4,0,large
2023-06-10,salary from company a,4057.896504850692,CREDIT,Salary,6,5,1,very_large
2023-06-11,salary from company a,7753.86061863268,CREDIT,Salary,6,6,1,very_large
2023-06-12,return from stocks,930.102382123378,CREDIT,Investment,6,0,0,large
2023-06-13,transportation expense,-275.7664249896765,DEBIT,Transportation,6,1,0,large
2023-06-14,utilities expense,-473.066063315981,DEBIT,Utilities,6,2,0,large
2023-06-15,shopping expense,-476.5700467107346,DEBIT,Shopping,6,3,0,large
2023-06-16,purchase at walmart,-341.2539168060709,DEBIT,Groceries,6,4,0,large
2023-06-17,shopping expense,-395.17827181879943,DEBIT,Shopping,6,5,1,large
2023-06-18,other expense,-162.0816803550028,DEBIT,Other,6,6,1,medium
2023-06-19,salary from company a,3216.4794819192875,CREDIT,Salary,6,0,0,very_large
2023-06-20,dining expense,-11.907954183355875,DEBIT,Dining,6,1,0,small
2023-06-21,entertainment expense,-464.6917382670175,DEBIT,Entertainment,6,2,0,large
2023-06-22,purchase at walmart,-475.3548138770552,DEBIT,Groceries,6,3,0,large
2023-06-23,monthly rent payment,-67.41274459063203,DEBIT,Rent,6,4,0,medium
2023-06-24,salary from company a,7339.74947717313,CREDIT,Salary,6,5,1,very_large
2023-06-25,investment in stocks,-983.662447422214,DEBIT,Investment,6,6,1,large
2023-06-26,transportation expense,-198.49328851848276,DEBIT,Transportation,6,0,0,medium
2023-06-27,dining expense,-363.1073598089933,DEBIT,Dining,6,1,0,large
2023-06-28,purchase at trader joe,-86.8372123423435,DEBIT,Groceries,6,2,0,medium
2023-06-29,utilities expense,-104.86571096053287,DEBIT,Utilities,6,3,0,medium
2023-06-30,investment in mutual funds,-429.72380512563757,DEBIT,Investment,6,4,0,large
2023-07-01,shopping expense,-346.3981890096261,DEBIT,Shopping,7,5,1,large
2023-07-02,shopping expense,-67.7996256166698,DEBIT,Shopping,7,6,1,medium
2023-07-03,shopping expense,-417.23808687475105,DEBIT,Shopping,7,0,0,large
2023-07-04,salary from company b,3926.440676900139,CREDIT,Salary,7,1,0,very_large
2023-07-05,transportation expense,-97.1789788384105,DEBIT,Transportation,7,2,0,medium
2023-07-06,other expense,-357.6354828421801,DEBIT,Other,7,3,0,large
2023-07-07,return from stocks,142.24306592296324,CREDIT,Investment,7,4,0,medium
2023-07-08,shopping expense,-337.99102404744696,DEBIT,Shopping,7,5,1,large
2023-07-09,other expense,-115.93164316141807,DEBIT,Other,7,6,1,medium
2023-07-10,investment in stocks,-355.3241810018129,DEBIT,Investment,7,0,0,large
2023-07-11,monthly rent payment,-317.3262741928308,DEBIT,Rent,7,1,0,large
2023-07-12,other expense,-76.99228285286623,DEBIT,Other,7,2,0,medium
2023-07-13,salary from company b,2334.3989753312553,CREDIT,Salary,7,3,0,very_large
2023-07-14,utilities expense,-445.89242664497783,DEBIT,Utilities,7,4,0,large
2023-07-15,dining expense,-203.0935076090055,DEBIT,Dining,7,5,1,large
2023-07-16,utilities expense,-67.60550557303047,DEBIT,Utilities,7,6,1,medium
2023-07-17,monthly rent payment,-235.3921706966059,DEBIT,Rent,7,0,0,large
2023-07-18,shopping expense,-87.04552022038675,DEBIT,Shopping,7,1,0,medium
2023-07-19,shopping expense,-23.649085984119743,DEBIT,Shopping,7,2,0,small
2023-07-20,entertainment expense,-156.09825945198128,DEBIT,Entertainment,7,3,0,medium
2023-07-21,return from stocks,185.69461835307288,CREDIT,Investment,7,4,0,medium
2023-07-22,salary from company c,5279.330416003213,CREDIT,Salary,7,5,1,very_large
2023-07-23,entertainment expense,-26.176127113574907,DEBIT,Entertainment,7,6,1,small
2023-07-24,utilities expense,-208.7247363378055,DEBIT,Utilities,7,0,0,large
2023-07-25,monthly rent payment,-218.54942634427596,DEBIT,Rent,7,1,0,large
2023-07-26,purchase at whole foods,-424.9888486490182,DEBIT,Groceries,7,2,0,large
2023-07-27,other expense,-25.968813252348383,DEBIT,Other,7,3,0,small
2023-07-28,utilities expense,-237.8503309360441,DEBIT,Utilities,7,4,0,large
2023-07-29,investment in stocks,-911.8982250522748,DEBIT,Investment,7,5,1,large
2023-07-30,purchase at whole foods,-394.9200685349605,DEBIT,Groceries,7,6,1,large
2023-07-31,dining expense,-258.6115938472241,DEBIT,Dining,7,0,0,large
2023-08-01,shopping expense,-246.76594463797665,DEBIT,Shopping,8,1,0,large
2023-08-02,shopping expense,-88.30776501776465,DEBIT,Shopping,8,2,0,medium
2023-08-03,dining expense,-220.41127952303373,DEBIT,Dining,8,3,0,large
2023-08-04,shopping expense,-298.833419399119,DEBIT,Shopping,8,4,0,large
2023-08-05,entertainment expense,-445.2809904924215,DEBIT,Entertainment,8,5,1,large
2023-08-06,dining expense,-341.5199827159608,DEBIT,Dining,8,6,1,large
2023-08-07,salary from company a,4655.649718111593,CREDIT,Salary,8,0,0,very_large
2023-08-08,other expense,-27.17566733347032,DEBIT,Other,8,1,0,small
2023-08-09,purchase at trader joe,-375.8800901723641,DEBIT,Groceries,8,2,0,large
2023-08-10,purchase at trader joe,-78.26959986192952,DEBIT,Groceries,8,3,0,medium
2023-08-11,salary from company c,5519.200069171531,CREDIT,Salary,8,4,0,very_large
2023-08-12,utilities expense,-200.55480035780027,DEBIT,Utilities,8,5,1,large
2023-08-13,utilities expense,-99.54965648907826,DEBIT,Utilities,8,6,1,medium
2023-08-14,investment in mutual funds,-248.9332261451408,DEBIT,Investment,8,0,0,large
2023-08-15,other expense,-110.15682908464264,DEBIT,Other,8,1,0,medium
2023-08-16,entertainment expense,-107.48544843179306,DEBIT,Entertainment,8,2,0,medium
2023-08-17,entertainment expense,-92.69490971778082,DEBIT,Entertainment,8,3,0,medium
2023-08-18,entertainment expense,-186.2737615484616,DEBIT,Entertainment,8,4,0,medium
2023-08-19,salary from company a,7651.490874253564,CREDIT,Salary,8,5,1,very_large
2023-08-20,transportation expense,-326.6700163898524,DEBIT,Transportation,8,6,1,large
2023-08-21,other expense,-244.6449401960654,DEBIT,Other,8,0,0,large
2023-08-22,utilities expense,-110.73639403236815,DEBIT,Utilities,8,1,0,medium
2023-08-23,monthly rent payment,-99.65967691663568,DEBIT,Rent,8,2,0,medium
2023-08-24,purchase at kroger,-229.19681985031158,DEBIT,Groceries,8,3,0,large
2023-08-25,investment in bonds,-943.3213770694363,DEBIT,Investment,8,4,0,large
2023-08-26,shopping expense,-95.29955372229401,DEBIT,Shopping,8,5,1,medium
2023-08-27,transportation expense,-282.8001682788538,DEBIT,Transportation,8,6,1,large
2023-08-28,purchase at whole foods,-367.9653794134487,DEBIT,Groceries,8,0,0,large
2023-08-29,transportation expense,-405.2685219509816,DEBIT,Transportation,8,1,0,large
2023-08-30,transportation expense,-166.47268215594048,DEBIT,Transportation,8,2,0,medium
2023-08-31,salary from company a,5371.368699207793,CREDIT,Salary,8,3,0,very_large
2023-09-01,transportation expense,-482.93242036520763,DEBIT,Transportation,9,4,0,large
2023-09-02,shopping expense,-344.653034720175,DEBIT,Shopping,9,5,1,large
2023-09-03,salary from company a,6509.789275971548,CREDIT,Salary,9,6,1,very_large
2023-09-04,shopping expense,-65.00949603803593,DEBIT,Shopping,9,0,0,medium
2023-09-05,transportation expense,-199.86123858790668,DEBIT,Transportation,9,1,0,medium
2023-09-06,salary from company a,4592.649623127685,CREDIT,Salary,9,2,0,very_large
2023-09-07,monthly rent payment,-434.5732172806868,DEBIT,Rent,9,3,0,large
2023-09-08,monthly rent payment,-481.0825530343912,DEBIT,Rent,9,4,0,large
2023-09-09,salary from company a,5426.949030020476,CREDIT,Salary,9,5,1,very_large
2023-09-10,monthly rent payment,-164.35537556747903,DEBIT,Rent,9,6,1,medium
2023-09-11,utilities expense,-296.96039127768614,DEBIT,Utilities,9,0,0,large
2023-09-12,return from stocks,346.59229895821625,CREDIT,Investment,9,1,0,large
2023-09-13,dining expense,-127.3845787071381,DEBIT,Dining,9,2,0,medium
2023-09-14,monthly rent payment,-80.75134790124164,DEBIT,Rent,9,3,0,medium
2023-09-15,salary from company c,3438.545748478812,CREDIT,Salary,9,4,0,very_large
2023-09-16,return from mutual funds,947.3185322259588,CREDIT,Investment,9,5,1,large
2023-09-17,dining expense,-60.48061196611846,DEBIT,Dining,9,6,1,medium
2023-09-18,purchase at walmart,-493.6465061144617,DEBIT,Groceries,9,0,0,large
2023-09-19,other expense,-25.076690967177505,DEBIT,Other,9,1,0,small
2023-09-20,purchase at whole foods,-436.0387666097435,DEBIT,Groceries,9,2,0,large
2023-09-21,salary from company c,7676.456405562035,CREDIT,Salary,9,3,0,very_large
2023-09-22,purchase at trader joe,-212.4882742003382,DEBIT,Groceries,9,4,0,large
2023-09-23,investment in mutual funds,-373.49676099194124,DEBIT,Investment,9,5,1,large
2023-09-24,salary from company c,3159.6795486966766,CREDIT,Salary,9,6,1,very_large
2023-09-25,monthly rent payment,-393.0549572322316,DEBIT,Rent,9,0,0,large
2023-09-26,other expense,-452.2268022064409,DEBIT,Other,9,1,0,large
2023-09-27,transportation expense,-282.8165253736446,DEBIT,Transportation,9,2,0,large
